comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/brown-norte/3504276,3,2,0,488.0,177.0,14.9,"Ñuñoa, Brown norte",Vivaqui Propiedades,Vivaqui Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-4d3b-128m2-util-300m2-terreno-eliecer-paradadiego-de-almagronunoa/3646758,4,3,3,300.0,128.0,13.66,"Ñuñoa, Casa 4D+3B 128m2 Útil 300m2 Terreno Eliecer Parada/Diego de Almagro/Ñuñoa",Patricio Quijada,Vende Dueño/a
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/augusto-villanuevairarrazabal-pf/3688090,5,3,0,0.0,163.0,9.3,"Ñuñoa, Augusto villanueva/irarrazabal pf",Cristian Vial Propiedades,Cristian Vial Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/diego-de-almagro/1914493,6,4,0,524.0,265.0,16.5,"Ñuñoa, Diego de Almagro",Schumacher Propiedades,Schumacher Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/luis-pereirasimon-bolivar/3593967,4,2,0,400.0,161.0,11.805,"Ñuñoa, Luis Pereira/Simon Bolivar",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/colegio-calasanzsan-fernando/3086370,4,3,0,287.0,172.0,11.0,"Ñuñoa, Colegio Calasanz/San Fernando",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/castillo-urizar-rodrigo-de-araya/2713572,3,1,0,700.0,304.0,16.75,"Ñuñoa, Castillo Urizar / Rodrigo De Araya",MONTALVA QUINDOS SERVICIOS INMOBILIARIOS,Montalva Quindos
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/simon-bolivarjorge-washington/2277912,3,2,0,510.0,241.0,17.36,"Ñuñoa, Simon Bolivar/Jorge Washington",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pdte-batlle-ordonezpedro-torres/1339112,6,4,0,480.0,280.0,15.0,"Ñuñoa, Pdte. Batlle Ordoñez/Pedro Torres",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pedro-lautaro-ferrervillaseca/2691362,4,2,0,396.0,124.0,14.166,"Ñuñoa, Pedro lautaro ferrer/villaseca",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/av-irarrazaval-los-leonesplaza-nunoa/3407561,4,2,0,263.0,180.0,12.152,"Ñuñoa, Av irarrazaval- los leones/plaza ñuñoa",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/premio-nobeljose-pedro-alessandri/3155336,3,2,0,250.0,112.0,6.769,"Ñuñoa, Premio nobel/jose pedro alessandri",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/marchant-pereiraav-simon-bolivar/1573740,3,2,0,270.0,140.0,18.6,"Ñuñoa, Marchant pereira/av. Simon bolivar",Eduardo Guiloff,Guiloff & Gia. Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/echeniquepucara/3607472,3,3,0,622.0,107.0,14.93,"Ñuñoa, Echeñique/Pucará",Vivaqui Propiedades,Vivaqui Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/curanipe-con-ortuzar/2518614,5,4,0,263.0,170.0,10.2,"Ñuñoa, Curanipe con Ortúzar",Walter Kraemer,Home Solutions
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/hernando-de-aguirre-montenegro/764007,4,2,2,220.0,115.0,9.78,"Ñuñoa, Hernando de Aguirre/ Montenegro",Easy-Prop Chile,Denise / Vanessa (denise@easy-prop.com / vanessa@easy-prop.com)
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/simon-bolivar-eliodoro-floressucre/3320279,4,2,0,427.0,180.0,13.888,"Ñuñoa, Simón Bolívar / Eliodoro Flores/Sucre",Propiedades Jose Fco. Montalva y Cía. Ltda.,Propiedades Jose Fco. Montalva y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-estadio-nacionalav-greciapedro-de-valdiviadr-luis-bisquert/3687868,4,1,0,204.0,44.0,6.9,"Ñuñoa, Metro Estadio Nacional/Av. Grecia/Pedro de Valdivia/Dr. Luis Bisquert",Araneda & Aguiar Propiedades,Araneda & Aguiar Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-monsenor-eyzaguirre-eduardo-castillo-velascocapitan-fuentes/3470236,4,3,0,500.0,180.0,19.2,"Ñuñoa, Metro Monseñor Eyzaguirre / Eduardo Castillo Velasco/Capitán Fuentes",Evaristo Lillo,Evaristo Lillo
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-principe-de-galeslos-agustinoshamburgo/3687807,4,2,0,219.0,136.0,10.416,"Ñuñoa, Metro Principe de Gales/Los Agustinos/Hamburgo",Araneda & Aguiar Propiedades,Araneda & Aguiar Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/sauzal/2409546,4,2,1,262.0,132.0,10.88,"Ñuñoa, Sauzal",Mitzy Danton Bermúdez,Casa Ideal
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/avenida-irarrazaval-alcalde-jorge-monckeberg/2579277,3,2,0,96.0,96.0,6.7,"Ñuñoa, Avenida irarrazaval / alcalde jorge monckeberg",Santa Lucia Propiedades,Santa Lucia Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/hamburgosimon-bolivar/3079399,3,3,0,100.0,123.0,8.68,"Ñuñoa, Hamburgo/Simon Bolivar",Eduardo Guiloff,Guiloff & Gia. Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/general-gorostiagaortuzar/3708149,6,7,0,243.0,197.0,13.541,"Ñuñoa, General Gorostiaga/Ortuzar",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/diagonal-orientegranada/3539547,8,6,0,420.0,230.0,13.888,"Ñuñoa, Diagonal Oriente/Granada",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/los-aliagasdiagonal-oriente-tf/3344576,3,2,0,98.0,98.0,5.659,"Ñuñoa, los aliagas/diagonal oriente tf",Cristian Vial Propiedades,Cristian Vial Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/iirarrazabalplaza-nunoa/1925791,4,2,0,263.0,237.0,11.11,"Ñuñoa, Iirarrazabal/plaza nuñoa",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/duble-almeydabrown-sur/1961281,6,3,0,381.0,273.0,10.381,"Ñuñoa, Dublé Almeyda/Brown Sur",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-nunoapedro-de-valdivia/1796413,7,5,0,576.0,300.0,9.59,"Ñuñoa, Metro Ñuñoa/Pedro de Valdivia",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/montenegro-la-verbena/3089554,5,4,0,500.0,230.0,17.5,"Ñuñoa, Montenegro /La Verbena",Schumacher Propiedades,Schumacher Propiedades
Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/montenegro/3561596,4,3,4,300.0,190.0,10.242,"Ñuñoa, Montenegro",Vanessa Bitar,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675464,4,2,3,190.0,139.0,3.055,"Padre Hurtado, Padre Hurtado",Cristian Tapia,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-en-condominio-sector-laguna-del-sol/3734982,4,3,0,352.0,156.0,6.75,"Padre Hurtado, Casa en Condominio sector Laguna del Sol",Armacima LImitada,Armacima Propiedades
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-2-pisos-en-condominio-tierra-viva/3584900,4,3,0,170.0,88.0,2.951,"Padre Hurtado, Casa 2 Pisos en Condominio Tierra Viva",Corretajes Prosal Ltda.,Corretajes Prosal
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3612732,4,2,2,120.0,82.0,2.774,"Padre Hurtado, Rodolfo Jaramillo 2618",Marjorie,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/pasaje-los-trigales/3574251,3,2,1,131.0,68.0,2.778,"Padre Hurtado, Pasaje Los Trigales",Gustavo Adolfo Hugo Palma Fuentes,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675389,3,2,1,87.0,67.0,1.979,"Padre Hurtado, Padre Hurtado",Cristian Tapia,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/calle-santa-isabel-el-manzano/3566252,2,1,1,240.0,47.0,2.326,"Padre Hurtado, Calle Santa Isabel & El Manzano",Claudia Bornand,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/av-los-zorzalesav-luis-pasteur/3364829,3,3,0,133.0,75.0,2.778,"Padre Hurtado, Av. Los zorzales/av. Luis pasteur",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/san-felipe-neri-1377/2241570,3,3,2,181.0,75.0,4.131,"Padre Hurtado, San Felipe Neri 1377",Montt Propiedades ltda,Montt Propiedades ltda
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/valle-del-limari-1039/3448587,3,2,1,80.0,60.0,2.014,"Padre Hurtado, Valle del Limari 1039",MLC Propiedades,MLC Propiedades
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3345314,3,2,1,110.0,85.0,3.0,"Padre Hurtado, Rodolfo Jaramillo 2618",Veronica Zapata,Vende Dueño/a
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/segunda-avenida-924/3306252,4,2,1,440.0,96.0,2.916,"Padre Hurtado, Segunda Avenida 924",De La Barrera Propiedades,De La Barrera Propiedades
Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675443,3,3,1,280.0,95.0,4.9,"Padre Hurtado, Padre Hurtado",Cristian Tapia,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/club-hipico/2382053,3,3,4,285.0,280.0,9.34,"Pedro Aguirre Cerda, Club Hípico",Jorge Mauro Díaz,Mauro Propiedades
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/calle-andrea-doria/2626332,3,2,3,136.0,266.0,6.243,"Pedro Aguirre Cerda, Calle Andrea Doria",Marco Antonio Gutierrez Caceres,Muvin
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-departamentalpasaje-cleopatra/3446735,5,3,0,300.0,250.0,4.166,"Pedro Aguirre Cerda, Avenida Departamental/Pasaje Cleopatra",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/pedro-aguirre-cerda-region-metropolitana/3072692,4,1,0,121.0,92.0,3.819,"Pedro Aguirre Cerda, Pedro Aguirre Cerda, Región Metropolitana",Daniela Parrau Vargas,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/casa-2-pisos-cercana-a-estacion-metro-pac/3109638,5,1,0,200.0,126.0,2.361,"Pedro Aguirre Cerda, Casa 2 Pisos cercana a Estación metro P.A.C.",Corretajes Prosal Ltda.,Corretajes Prosal
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/c/3675260,2,1,0,88.0,56.0,1.598,"Pedro Aguirre Cerda, C",Claudio Domínguez Propiedades,Cdprop
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/t/3591411,3,2,1,400.0,150.0,6.944,"Pedro Aguirre Cerda, T",Alberto Gutiérrez,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-cerrillos/3111834,7,2,3,200.0,180.0,2.257,"Pedro Aguirre Cerda, Avenida Cerrillos",Karelys Rojas Clemente,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/allipen-6133/3524579,3,1,1,180.0,69.0,2.257,"Pedro Aguirre Cerda, Allipén 6133",MARIO MUÑOZ,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/los-geranios-6224/2904313,3,1,1,128.0,113.0,2.08,"Pedro Aguirre Cerda, Los Geranios 6224",san francisco,Vende Dueño/a
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/av-departamentalav-general-velasquez/3555460,3,2,0,156.0,156.0,2.778,"Pedro Aguirre Cerda, Av. Departamental/Av. General Velasquez",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Pedro Aguirre Cerda,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/autopista-central-carlos-valdovinos/1423783,7,3,0,155.0,143.0,3.298,"Pedro Aguirre Cerda, Autopista Central / Carlos Valdovinos",Schumacher Propiedades,Schumacher Propiedades
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/3356916,10,4,8,1000.0,300.0,5.208,"Peñaflor, Gabriela Mistral",Francisco Lopez,Vivienda Integral
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/ramon-castillo/3638971,4,2,3,450.0,240.0,7.8,"Peñaflor, Ramón Castillo",Gabriela Mellado V.,Zenpro Propiedades
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/avenida-larrain-2169/3694453,3,2,1,150.0,90.0,2.951,"Peñaflor, Avenida Larraín 2169",maritza lara,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-luis-borreman-cock-n-1914-villa-los-artesanos/3555577,3,1,1,73.0,71.0,1.667,"Peñaflor, Pasaje Luis Borreman Cock N° 1914, Villa Los Artesanos",CAROLINA RODRIGUEZ,Ana Rodriguez
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/penaflor/3675581,3,2,2,170.0,60.0,2.43,"Peñaflor, Peñaflor",Cristian Tapia,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/los-husares/3674276,3,1,4,484.0,115.0,4.791,"Peñaflor, Los Húsares",ana carolina rodriguez cuevas,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/2801280,8,4,4,1125.0,88.0,5.482,"Peñaflor, Gabriela Mistral",Francisco Recio Lara,Recio Gestion Inmobiliaria Spa
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/luis-borreman-cock/3674225,4,1,1,73.0,71.0,1.597,"Peñaflor, Luis Borreman Cock",ana carolina rodriguez cuevas,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/salvador-silva/2074047,3,2,1,102.0,65.0,2.048,"Peñaflor, Salvador Silva",Paola Estefanny Vergara Guerrero,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/condominio-santa-carolina/3604593,4,4,2,5000.0,200.0,9.0,"Peñaflor, Condominio Santa Carolina",Gabriela Mellado V.,Zenpro Propiedades
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/casa-2-pisos-en-villa-los-abedules/3327703,4,2,0,413.0,127.0,2.639,"Peñaflor, Casa 2 Pisos en Villa Los Abedules",Corretajes Prosal Ltda.,Corretajes Prosal
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna/3520712,4,3,2,113.0,84.0,3.055,"Peñaflor, Vicuña Mackenna",Good Propiedades Ltda.,Good Propiedades Ltda.
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3643705,3,3,1,130.0,114.0,3.9,"Peñaflor, Vicuña Mackenna 524",Bustos Asociados Propiedades,Bustos Asociados Propiedades
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/autopista-del-solav-manuel-castillo/2994168,4,4,0,5000.0,350.0,11.8,"Peñaflor, autopista del sol/av manuel castillo",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-cecilia-275/3575939,2,1,1,44.0,70.0,1.736,"Peñaflor, Pasaje Cecilia 275",Gustavo Adolfo Hugo Palma Fuentes,Vende Dueño/a
Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3479350,3,3,2,112.0,73.0,3.298,"Peñaflor, Vicuña Mackenna 524",VERCETTI PROPIEDADES,Vercetti Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial/2381230,3,3,0,380.0,150.0,9.2,"Peñalolén, consistorial",Vivaqui Propiedades,Vivaqui Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/vecino-ilustre-6170penalolen/2837933,4,4,0,340.0,167.0,9.281,"Peñalolén, Vecino ilustre 6170,peñalolen",Santa Lucia Propiedades,Santa Lucia Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-aislada-en-conjunto-quebrada-de-macul/3635334,4,3,0,688.0,250.0,11.458,"Peñalolén, Casa Aislada en Conjunto Quebrada de Macul",Corretajes Prosal Ltda.,Corretajes Prosal
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avda-americo-vespucio-suravda-jose-arrieta/3477753,4,2,0,472.0,0.0,15.018,"Peñalolén, Avda. Américo Vespucio Sur/Avda. José Arrieta",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-de-macul-con-consistorial/2075061,5,3,0,449.0,140.0,9.1,"Peñalolén, Quebrada de Macul con consistorial",Schumacher Propiedades,Schumacher Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanova-las-araucarias/1489182,5,4,0,560.0,202.0,14.0,"Peñalolén, Alvaro casanova / las araucarias",Vivaqui Propiedades,Vivaqui Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/mariano-sanchez-fontecilla/3372533,4,3,6,339.0,148.0,15.322,"Peñalolén, Mariano Sánchez Fontecilla",Genoveva del Carmen Espinoza Saez,Virtual Realty Property SpA.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2737017,4,4,0,541.0,140.0,10.9,"Peñalolén, Quilin/Alvaro Casanova",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/sanchez-fontecillaquebrada-de-macul/3182392,4,3,0,737.0,273.0,15.0,"Peñalolén, Sanchez Fontecilla/Quebrada de Macul",Luz Godoy Propiedades,Luz Godoy Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovatalinay/2939907,3,2,0,525.0,155.0,11.6,"Peñalolén, Alvaro Casanova/Talinay",Pro Partners Propiedades,Pro Partners Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/linda-casa-2-pisos-en-ecobarrio-casagrande/3479899,4,3,0,499.0,167.0,9.722,"Peñalolén, Linda Casa 2 Pisos en Ecobarrio Casagrande",Corretajes Prosal Ltda.,Corretajes Prosal
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-pircasalvaro-casanova/3545449,5,4,0,510.0,198.0,11.4,"Peñalolén, Las Pircas/Alvaro Casanova",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/aveinda-orientalcoralillo/3528737,2,1,0,0.0,43.0,1.875,"Peñalolén, Aveinda oriental/coralillo",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/juan-de-dios-vial-correa-4500/1719518,5,4,5,2000.0,400.0,32.0,"Peñalolén, Juan de dios vial correa 4500",Julio Hevia,Vende Dueño/a
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/amigos-del-tenisensenada/3620853,4,4,0,448.0,169.0,12.75,"Peñalolén, Amigos del Tenis/Ensenada",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovaquilin-sur/3687829,4,4,0,525.0,154.0,10.0,"Peñalolén, Alvaro Casanova/Quilín Sur",Araneda & Aguiar Propiedades,Araneda & Aguiar Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-surcamino-la-meseta/3686953,5,4,0,527.0,193.0,11.5,"Peñalolén, Quilin Sur/Camino la Meseta",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/ensenada/2919625,4,3,3,418.0,163.0,9.235,"Peñalolén, Ensenada",Gianinna Mannarelli,Tym Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-con-2-piso-cercana-a-estacion-metro-los-presidentes/3383594,4,1,0,66.0,74.0,2.292,"Peñalolén, Casa con 2º Piso cercana a Estación metro Los Presidentes",Corretajes Prosal Ltda.,Corretajes Prosal
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/acueductolas-perdices/3094790,5,4,0,423.0,158.0,9.215,"Peñalolén, Acueducto/Las Perdices",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-las-perdices/2865018,5,4,3,400.0,180.0,11.5,"Peñalolén, Avenida las Perdices",Sandra Franjola,Propiedades Sfc
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-conguillio-oriente/2894909,4,4,2,343.0,143.0,9.2,"Peñalolén, Parque Conguillio Oriente",Geraldine Ramirez,Vende Dueño/a
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-americo-vespucio-av-grecia/3112508,0,0,0,1750.0,0.0,31.248,"Peñalolén, Av Americo Vespucio / Av Grecia",María Fernanda,Invierte Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenacueducto/3467629,4,4,0,486.0,140.0,9.8,"Peñalolén, Antupiren/Acueducto",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/tolhuaca-sur-9083/3675955,5,4,1,422.0,163.0,9.058,"Peñalolén, Tolhuaca Sur 9083",Corredor Pro SpA.,Corredorpro Spa
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-condominio-el-mirador-ii/3523883,4,3,0,420.0,140.0,9.5,"Peñalolén, Quilin / Condominio El Mirador II",Vivaqui Propiedades,Vivaqui Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/laguna-saldadalas-parcelas/1938579,11,7,0,500.0,240.0,6.365,"Peñalolén, Laguna Saldada/Las parcelas",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-ote/3509585,5,3,0,328.0,226.0,9.305,"Peñalolén, Parque ote",Vivaqui Propiedades,Vivaqui Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenpasaje-puren/3593801,3,1,0,50.0,85.0,2.882,"Peñalolén, Antupiren/pasaje puren",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-consistorialfrancisco-otta/3431995,5,3,0,336.0,140.0,9.027,"Peñalolén, av. consistorial/Francisco Otta",Luz Godoy Propiedades,Luz Godoy Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avlas-torressan-luis-de-macul/3386266,5,2,0,150.0,109.0,2.899,"Peñalolén, Av.Las torres/san luis de macul",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
